person_id,image_name,top_left_R_mean,top_left_R_var,top_left_G_mean,top_left_G_var,top_left_B_mean,top_left_B_var,top_right_R_mean,top_right_R_var,top_right_G_mean,top_right_G_var,top_right_B_mean,top_right_B_var,bottom_left_R_mean,bottom_left_R_var,bottom_left_G_mean,bottom_left_G_var,bottom_left_B_mean,bottom_left_B_var,bottom_right_R_mean,bottom_right_R_var,bottom_right_G_mean,bottom_right_G_var,bottom_right_B_mean,bottom_right_B_var
AB,page_1.jpg,179.08607773687987,1085.7462100875282,179.7628353820867,1051.3163251133735,185.33277542421928,840.6264390248026,179.4081225617986,1028.8555323193289,181.90000138665482,1009.102312385599,186.60752352691034,829.2173430489547,176.44822094126906,1208.3824579433604,176.76163622473783,1181.6401292578566,183.36382156168253,916.1636868378961,174.35550825521844,929.6827292871311,174.7345526651506,924.0607106375234,176.97131473366983,792.6689591733556
AB,page_2.jpg,186.97030738024654,1062.1404709105773,187.86979025031764,1032.5063764511124,191.5051490092058,828.5421474395131,179.08347871753332,1171.9877396155414,179.34158537019565,1128.5336652415724,181.3384455165293,893.4909145508074,177.5422709136705,980.1694400160336,179.03538327797963,961.7399557003441,182.97966029913292,806.2906970114117,164.24549828209283,898.8589066211184,163.20586625247006,876.3731323219902,164.14058355437666,730.0077717350167
AB,page_3.jpg,185.5724538688959,1034.6893392256038,188.62559165780698,1105.350973746252,196.9097213928899,947.6846100661237,178.44339501936653,1083.680280807483,179.54258604445582,1143.9154598751322,186.33251718562803,1036.4152834605732,178.45369412929816,1106.4182066103158,182.5476603119584,1129.41747056827,191.69600512648734,938.6311675022383,168.81099880194944,1016.5238263121315,170.1553365591523,1040.3908176879563,175.96088888371932,875.2450709975401
AB,page_4.jpg,177.01413426614664,1201.501675230897,184.18690576709153,1267.743062025846,196.08524519855789,1074.1540563499536,167.0689658863449,1084.443837735828,171.77928347409096,1101.6772510541916,181.5756772957409,903.6757191646501,173.9467376759621,1067.57189951621,182.2552427340363,1118.99272729081,194.12284162072473,1000.9547515034178,161.10169441713333,875.0929289889089,166.34066814859145,885.8491538219483,176.20237624503056,791.7847048437771
AB,page_5.jpg,189.4204342256265,868.0274638910873,193.5583949398169,865.6642286122309,203.357926997429,730.7049146774574,171.70803827113903,1006.1953053331413,174.54745044065086,1048.7068245317803,182.74552800408463,978.5169120389021,176.41597720782514,824.6699109106514,179.91416237422936,825.6392041795292,189.41830579946088,714.7223620606942,162.25304459786446,880.7824509941483,164.81800785845894,919.3842873448891,173.65149288520877,851.9369706551706
AC,page_1.jpg,184.42018403560948,1125.5166568175653,185.5042356134853,1155.520702034029,183.4354797500948,1006.6529989569493,191.27719116150024,840.4262210092066,195.72186869997404,895.3861871624646,196.1438950877263,820.7033605523579,177.76261003213637,1277.2283423044812,180.8408032096449,1341.92633206409,182.66089941915007,1162.722420724409,180.37857242659535,1071.2968573724017,184.7924828838899,1133.5524096100535,188.01801033952773,993.6990408844617
AC,page_2.jpg,182.89128872923214,1069.5121175407508,185.6972951012466,1120.4510087846197,187.0432912096136,1011.191929194026,189.61051596211004,975.337839678616,194.89408343490066,1028.2549608246507,200.49259734428122,918.6511169671048,169.0873265336669,1073.9354407688434,172.01129001218808,1134.9027698777677,174.8416533025424,1048.3360869708695,180.35925973442812,1079.7293219058738,185.53258066585414,1156.0509698471026,192.46412855218423,1071.556271987922
AC,page_3.jpg,184.35958257812928,1151.6054683159,193.56998077662436,1231.0818270276964,203.94849233811172,1098.349648822688,185.36449497446037,979.3313077459927,193.52296369528204,1054.9725352270557,202.71550941945407,967.5964836848539,174.54641814950523,1111.5823254659786,182.59614279132018,1197.3826439191416,193.73475217763345,1113.2303259544472,178.6710380235645,982.7034280490401,186.46073896921692,1055.793759929603,196.57744037562807,1004.3440753931637
AC,page_4.jpg,176.10253783616074,1051.13332545535,184.90282811497565,1138.3705746628652,192.22775528233822,1029.7368718651455,182.0220927419779,845.1851010400206,192.9449984749845,934.243707617976,202.35749308484344,857.1184876479181,173.7866682092111,1216.748378967638,182.91467064923592,1318.467623456962,193.23126597322283,1216.7881037485386,177.9652990608008,1000.1761793388921,188.66690926683563,1145.1049759323762,199.70688991491465,1054.5124394612671
AC,page_5.jpg,166.44943561583048,1228.1014299862657,175.26423440663393,1324.5050227886622,182.87911639903487,1207.3314808400164,169.6750062401198,1116.1056639660426,179.23878858474083,1214.3347042262358,188.17838422497712,1087.6629290474789,172.6186867498235,1103.933508737351,181.91841679010977,1205.5144356477526,191.15697534367948,1144.770801267746,171.9748342170476,958.031089026342,182.07569947254026,1068.342880335638,191.37254994254704,1015.296124098765
AD,page_1.jpg,184.05341711906001,1748.2327605029657,188.40897350090478,1844.506630762566,193.4275327830247,1875.6816885882329,180.8279269229816,1412.1271891507042,185.12972162316254,1496.093945459305,188.6527651768672,1556.2898689681595,167.7407054857341,1961.337917441855,171.63889343347958,2067.255809627993,178.3042487791577,2137.4453543977406,169.90881237450733,1698.4616434198672,173.88624476339209,1795.5300804942665,179.04121365360302,1837.7251103884266
AD,page_2.jpg,185.18614206802985,1211.808597292236,189.43122949344482,1284.72537804755,193.4985865186272,1284.0103789913692,191.89100826492046,715.3340097997877,196.57964919081306,752.9114671176678,200.69181122201763,757.7303155945043,162.72240435647944,1459.9447147630767,165.71356700574967,1540.2601166882346,171.00397501105707,1559.4831664195437,169.55335581601062,1309.9649273718471,173.5389401813357,1400.2394224061961,178.33059486952675,1401.695793277267
AD,page_3.jpg,172.9181400560224,1355.9310020308046,176.01358263305323,1435.0105746157208,176.67127731092438,1403.8365520379446,182.38771988795517,1144.999678890725,186.19442296918768,1225.160342566195,187.86747338935575,1206.713523532205,178.79322697465008,1651.2337868139446,181.37485982745844,1707.099642863711,184.3610061661936,1699.651461206061,177.7840685691914,1281.1444305391258,180.83797032956278,1353.709276804388,184.07939987975223,1353.1065104355882
AD,page_4.jpg,168.69047801649995,1227.4630470614982,172.592407393205,1303.9417840798865,175.49399712949065,1289.4425795254592,177.1986962190352,1209.8942702097013,181.92899981374558,1290.0158194689886,186.37439549483418,1305.6610288066727,174.95409226190475,1099.9145372624962,179.15723476890756,1177.2773561840293,183.6843049719888,1182.094366761334,182.60134803921568,970.6821261589806,187.63034838935573,1049.6371278198014,193.685849964986,1086.9625011070411
AD,page_5.jpg,196.79316576187998,1101.997786267087,201.28891202498698,1172.1969988435778,206.00469001759996,1177.0316777632847,198.2665055402692,848.76102903463,203.6917850325971,905.3831498366376,207.1495203391091,897.6544637767671,186.2763317716467,1421.1445946202518,189.94897250935773,1531.6207347341542,195.89633871247614,1563.950222087401,191.581577055601,1364.1058324798028,196.35906397957413,1443.3983480393613,201.2148013187576,1459.2208716227303
AE,page_1.jpg,180.77546726499165,988.7293704159372,184.07546091484454,996.7415105272439,195.25426200706983,772.1789191910945,173.4289511943604,808.9098591725203,176.3023240579514,822.4837759792426,185.20770290602337,712.7774772229789,166.53345383436394,678.713904888321,166.79730458221024,701.3973078871991,175.01207969980445,615.8730912247669,158.05076189270187,721.5706451288607,156.6797897935925,771.7170635833512,162.06000590941707,728.2351650668681
AE,page_2.jpg,179.13672580143168,905.8871516257744,186.02414905356082,989.9547431961854,206.30673966556319,822.7940385539333,174.49404560142816,768.701306827017,180.81086028065894,842.6776919203018,199.89484328746073,743.9702145219127,168.55339105339107,1124.1043601585109,173.9748351865999,1241.4100279663571,194.28414396061456,1006.464612066761,158.87229114410323,957.5316419994328,163.02102117370575,1025.4274387059218,179.89734594264795,852.1400508051648
AE,page_3.jpg,168.7083889083889,1038.941267350495,175.00613837672662,1101.4364808097907,193.89932277579337,961.9764166536668,163.66222399947233,706.2821691019441,168.03489479412298,738.4445489710896,183.50713396434872,709.828503102892,151.74693907046847,1122.5176813064895,156.31145499969028,1205.3560278067882,173.0131398013751,1063.1012210234842,142.77139777055885,754.5479195243965,145.19702809887374,798.1538464355181,154.8370978513596,716.4036918529155
AE,page_4.jpg,179.61414669521076,1161.0348314620292,185.3472384459392,1214.787142788302,200.09580653706027,992.6503763580785,179.021062847664,808.8411605286334,183.94627139178505,876.7899543436258,196.21579594158592,789.4668132403604,163.38098980836955,854.0233842864907,167.32018741830845,905.2532274106269,178.23277909738718,803.0708882555484,160.7871308410809,814.5842576478943,162.9357888200376,879.1034513858007,171.624208053429,811.6228096459797
AE,page_5.jpg,175.5090204439985,1427.1377099272129,179.7657218111125,1490.0553783733824,194.74463062837074,1133.8414339191272,171.39012320945608,1316.301855769654,175.06394620855454,1386.2428882439262,187.18705549434037,1069.9667356752734,165.38695036882115,1171.278124488526,169.08780322859397,1240.7122319824211,181.7069017771043,972.1130790170278,161.41144390321966,1062.5500474745509,163.4216760519709,1150.8767932740272,172.88159763550345,961.4464400765129
AF,page_1.jpg,178.93174248602395,1191.3726932029133,191.79560803224243,1349.3032463206605,204.6105686156319,1429.0716196804585,178.19054710491793,1084.928288947683,192.22650072687304,1260.577476864993,203.1944143058067,1310.1473795955621,162.25490982910017,1466.6756875827482,172.91836464923048,1660.4526076929205,186.09560003776792,1758.955807285597,169.4791308658295,1399.6814264375055,182.1002336889812,1609.7123802683052,195.25922481352092,1712.2474517265339
AF,page_2.jpg,169.3279125531961,1551.2247409688712,174.094577779698,1657.1558322140954,183.22288349787215,1738.9119980020025,174.56415285908707,1612.0047230618127,180.77539478516343,1733.528269742721,190.01069970404615,1805.1179883873017,166.42875049891586,1508.0115883773667,170.0426424741912,1566.5072742936918,180.9990830735375,1649.727602960715,167.2454666076957,1851.963113745719,172.016802407741,1983.5966109164917,182.2146665084519,2040.4044312295998
AF,page_3.jpg,174.19116934909556,1760.7840448890918,186.25128424251056,1992.7343352210626,198.01241038788396,2105.740338789565,174.02518871955562,1542.6142898032017,184.88716232255615,1740.8185262636862,194.46830698381046,1816.3799882888025,156.97768427540268,1598.8123026152791,166.47359400741962,1787.9489056676957,179.33259058207204,1922.4036146978997,168.38049803842551,1034.7305670369253,178.5904090267983,1172.0794481395799,189.85925495727204,1231.4262422013085
AF,page_4.jpg,173.181592039801,1735.3900269649705,182.3757891216188,1917.0884409666091,190.6184372256365,1963.3330753452692,169.65038045068775,1428.5541176068355,178.9011873406079,1598.4400709176605,186.92988628287137,1630.738490981675,168.2523328734479,1866.7802032829827,177.63024164889836,2076.7106030646464,187.5749675989799,2144.277203137668,170.3932334127681,1877.3596761916408,180.22069066432545,2112.0891023951763,189.33716292487145,2155.0335555782467
AF,page_5.jpg,179.29249967134868,1430.4894623972962,186.32156256004205,1574.1705835042646,192.39543326355812,1647.2837320395781,187.61335234454793,1095.3126035207583,194.91396414161332,1188.713406009939,201.58857709148643,1229.026835913828,166.92507356733307,1559.759939326819,173.2677527328621,1727.7363053189922,180.73954433759064,1812.9759816750889,179.763979815753,1145.8502112075532,186.89988370799583,1250.024374891673,194.895501016291,1309.1990810747623
AG,page_1.jpg,183.26258173633954,1094.8360169386274,185.77921932639933,1173.4898221288993,187.28561573599328,1108.635250350337,192.27988653464556,776.079087384747,195.7194209538015,824.0280713343243,195.87286553290096,804.5195850726908,167.2065445165408,1749.6078472873758,168.73395915328157,1832.1804827720791,173.35398893734708,1629.174489726077,180.43006329113925,1698.8732654358412,183.36690777576854,1791.928132646425,186.66192958195936,1598.3600781403447
AG,page_2.jpg,168.55969743423336,1203.263656952843,166.0193624187358,1223.4136590458731,167.8037261242713,1107.101684020193,181.8896619633206,1161.5968711598866,179.72387740715462,1277.772750931541,181.38002663115844,1289.5276651583501,168.6885303057393,1495.646223711624,167.58264124798856,1518.0648984770544,174.08015376363312,1442.071279647374,164.50684784552118,937.1540743299689,163.0956530484534,971.7681725933741,166.4884006794207,979.3044560153902
AG,page_3.jpg,178.45334096941528,1562.9758425830912,182.9286033679527,1638.211259889568,188.69639084991795,1486.3871941504842,185.18096192605483,1297.0517291406695,189.8207517869533,1373.816296788253,194.54826481051137,1235.1208931916353,168.0739209445246,1277.770909362694,172.37746621584412,1360.281480399987,179.04762051609634,1267.9489883852164,182.16789982047865,948.2152582223727,187.2334944987169,1016.4531512773606,192.70621496304943,991.6748939160584
AG,page_4.jpg,188.76548133490869,1378.0370672587399,192.46708925965143,1478.8080764941278,195.94495320951265,1390.3302657081922,198.01131025629493,988.3851014925367,202.61583558530015,1039.6923488556624,205.60387529077968,979.1683557573838,174.96328714927577,1604.3935360795767,178.67225399732627,1752.3545921161553,185.86592450562344,1662.0413489485406,190.42840380865164,968.8576678823839,195.13472757674745,1023.1964898756427,200.10952122027302,979.418780119583
AG,page_5.jpg,172.17724867724868,1325.206651467171,173.69863278644792,1384.5421976772122,175.5776821839847,1283.5400750332244,172.190656262505,1128.7561382959211,174.89140545106932,1247.9188861621847,176.24717442532568,1217.9171716657652,176.83385322424874,1372.0327373778327,180.9607251090661,1453.8409227649597,187.9130046734678,1427.0596698047914,168.4358336201059,1142.4120405523163,172.43101584094669,1257.4544504705705,178.16165758245174,1280.5303558417215
AH,page_1.jpg,168.7752460276146,888.9552217516466,173.84769341364864,905.7847648266562,185.99715921766938,737.7778060644591,159.46568569222546,1143.5539639826186,163.56225129179782,1087.9937144106104,174.51348963592088,773.1466672308868,153.46192707171363,1182.6754511239048,156.14312238169603,1197.4037022955506,164.7007957165167,925.0245493284128,146.89140484250956,1125.2812175251406,146.41592920353983,1085.7098996924003,148.6448273643365,818.7680511872586
AH,page_2.jpg,176.90874111702558,1271.1632354899791,181.8359209921911,1147.3583086987755,195.69966764840984,800.499246289067,164.86794600660352,1100.3487759468462,167.93142385463648,1061.5013451337763,177.45867411899263,958.8767638692649,162.63881758491178,1040.6135284567947,163.97903753141128,982.8245653034902,174.53028182334026,725.5425359550536,147.08674388743822,1034.5010616780996,146.30348356675802,993.9625358265228,152.74960076825136,831.2705832045191
AH,page_3.jpg,175.9716886462614,1203.3291254745488,180.49795007053916,1172.9749715691196,198.36900693123965,884.1896929290448,161.87190270905796,1119.9781362268545,165.79582618919315,1080.6074337133844,179.9955445059521,811.4368953496701,160.8828527329299,956.1817538924413,162.67794546389985,986.5564249334003,176.40549035940907,836.6829083374686,151.13888753008393,891.0118532480976,151.47189475022992,874.9714301430696,161.5982888841059,656.1666263009552
AH,page_4.jpg,178.3972077719977,787.7004492751804,186.94441554399538,807.5627567067861,204.88169934640524,691.1477051910089,162.8983168211356,824.8886342891701,170.08617192216187,842.8430036281964,185.6492489613295,720.157858620629,155.65311013294206,873.3084255900671,161.87557467431418,908.9518319304315,177.30078031212486,797.0298437733104,147.59947489435746,874.1868129588794,153.31603769397393,851.8042451182837,166.2532957813998,631.7750581605869
AH,page_5.jpg,179.5149214591605,994.2736863605805,182.68917202697781,988.460850385078,200.30996324358063,784.3177142469629,164.8063309464778,1031.924062767739,166.07297536279626,1111.6872253532256,180.2678819113338,1049.3862403045182,154.50692000277408,1108.7523360794405,154.56468783050437,1125.091720264653,169.43429790037624,952.3364863271923,146.11569169686356,600.6537574462915,144.17593018014114,647.178167891375,153.3047531945143,678.3487530022664
AI,page_1.jpg,187.6952238166631,1580.2285079227056,192.33880538722235,1677.1767785711365,197.4601942726116,1477.0601222557334,199.32011641238205,1422.5734656636937,203.48164237209127,1508.6622718191372,206.34680810855076,1347.9927398968705,170.9289639208977,1852.004242860521,175.07622402254316,1980.057652888374,182.41960197252553,1690.7753028758416,190.22547677753735,1768.954655115359,194.31850752276958,1870.2968974454348,198.85609369496302,1652.5378201355375
AI,page_2.jpg,185.5680910099889,1468.324635323042,188.60388985782993,1559.1739196504657,190.55736219015907,1304.5657413427891,196.75256593203318,1333.8359276953647,198.21562549548122,1391.0001443011608,198.30268749009036,1178.8694473516796,179.6604646254106,1264.3363099934818,182.34874345342533,1371.293480308351,184.74379641966678,1197.6695654560683,187.68436869253196,1039.587151807498,189.55968233447226,1147.4190090253765,189.92258617732807,1025.5224452885216
AI,page_3.jpg,177.99788540101179,1496.7430325921632,181.32967847088457,1587.4411163096327,184.90899815845734,1347.0751003298444,185.51210126367928,1100.6352778550802,188.59273966513558,1181.2794071016901,190.00176745761277,1042.617444963641,173.62821415358596,1619.2107610673984,177.1682786322076,1708.684097079174,182.38815073199092,1476.2773988369593,182.5679974631362,1303.2246353693713,185.7831552243539,1390.0837304176898,189.30303895142964,1256.960963757745
AI,page_4.jpg,192.51843152457727,1370.0654704564326,196.31612373579011,1465.3913420227955,198.1969829994413,1315.707792455237,199.07778069165252,1068.9008746705795,202.58597767465196,1138.0787457138786,203.49902283844338,1013.5002915094951,180.6318233127715,1619.0329966036973,183.16588030055985,1730.50198670754,186.93883447544553,1471.1907447140927,188.5617322098446,1446.3786407037694,191.88193790406257,1554.6337837683297,194.11012850187564,1333.8013626997
AI,page_5.jpg,181.82891143653364,1431.37332180215,181.20143750201746,1461.8167078185663,184.36750556816835,1291.0891490850543,190.43773657990724,1430.5884209026021,188.98363227493303,1482.0956875091904,191.0228429399929,1302.6406578986046,171.68224548131272,1421.4768136644268,170.63331470695695,1439.1697457257358,176.02716800275098,1272.3700564578592,183.73123428399492,1142.9050264827326,182.61250832813943,1189.8553435524732,185.8882567860904,1091.877988211823
AJ,page_1.jpg.jpeg,159.05896089090592,346.50147618941776,149.36586007901266,361.31611116794113,136.99781722062602,279.86909989460963,168.7860387082044,316.9447772695583,158.3086293664287,321.2672849990078,146.0379838355669,248.461400369088,153.75605518915154,451.95138782099315,146.189942617866,470.1944209911133,135.45492550389622,387.69879215467415,167.2178732911759,381.10138698446264,159.70063521574096,373.0873611543967,148.77413690706743,301.96754900361407
AJ,page_2.jpg.jpeg,157.30778794212654,317.6144755731535,148.1013959390863,329.95912967816264,134.5116439099867,259.33270325863384,166.6450317818442,266.65638819875994,156.93925857730147,288.4747065540227,143.14822216919222,256.80848679495324,150.43960611578487,485.0329884562574,143.5649383369107,506.8823007178609,132.12719177780264,464.1351231614316,167.59505759321212,409.5961300993833,161.00798757758926,394.9471057235906,150.03118474948545,307.0332785692963
AJ,page_3.jpg.jpeg,156.82273342354534,448.07872059810427,147.54036892555246,463.44568408943906,135.3085009710057,375.19744524273494,168.51989500116068,231.2032308811115,157.6889724324967,268.15361147092807,142.81982889916827,229.9420445203534,154.91785484934127,457.94458265591817,148.73439732262838,460.42688365098445,138.85645621688295,345.6783224231136,168.33021081755456,392.82828205813007,161.19580472500644,377.79084015439855,149.07869305563807,286.65757009462413
AJ,page_4.jpg.jpeg,174.97757943808548,314.13015489353444,166.06365616344155,289.74678370947237,157.05206075615558,235.9224172879233,171.08146577891634,389.471360590685,163.37280889212434,360.4979675572316,155.59816328431506,289.9261867626173,150.6079314884703,844.7087981282666,141.8372732263215,775.2060682584777,125.99085803900014,561.0332433941597,157.7126244146311,761.4538434012926,151.22159098791178,748.921168720233,139.90997424343814,724.1240207782563
AJ,page_5.jpg.jpeg,166.46884111327782,564.7260264347144,157.69197946925377,541.7362800816368,147.93447193744757,377.4795885471727,168.79377285651447,490.01871858274274,158.73030778029184,475.23230210111336,144.86686048743948,346.4490199782304,154.26828791676775,665.2577350785282,146.6683728201396,683.7770399360435,133.76886606830004,526.8782015901322,166.19946483746543,556.1969918982086,158.3535081755333,538.151768892007,146.03151602458382,402.68030432422165
AK,page_1.jpg.jpeg,168.20599885202014,797.5202754288714,162.50495924379382,701.4049337003477,155.3070911855302,472.9507532133593,167.97335620529853,734.4554317274399,159.93579053603065,691.1481553589708,147.23197737340456,520.5450500565861,149.8119263611346,957.0997730073036,146.14763896318274,922.9940721499454,138.67028604497233,602.3326256617879,160.06985066871778,549.9585955456341,154.1647905691344,539.622940506427,142.3333547396974,441.3235006763153
AK,page_2.jpg.jpeg,176.34205814995127,984.0459873547304,167.63073873300297,901.3830599079395,158.64779132525746,635.0423478066168,169.43270881584783,764.2010256999815,161.5320120238506,700.8988098202531,154.63196044613085,501.96302222311067,158.63819262385113,608.1476320579808,151.11170049736452,559.0148280618516,139.71874765688818,389.62269939176997,149.04881880451387,662.8542359197792,141.32262422181705,594.5702348059975,127.28383777657321,371.93448629809757
AK,page_3.jpg.jpeg,166.66504488853997,1262.3798552981027,159.48755366130385,1089.8613314666163,153.14235519960528,775.9073691712848,162.70168041312618,595.0916781033043,152.58887571136162,556.905504516298,138.5536099072162,470.3019893206087,152.61577414260768,904.1821441782586,147.19239175546508,748.038109310453,138.11159302599,505.95574725327657,158.31556251694482,503.1239905397592,150.1818258913141,476.8001970826906,137.22864309017154,419.7336874569875
AK,page_4.jpg.jpeg,169.05338801593186,1205.0272281195344,163.00654183064316,993.9830385130317,160.36561353352727,711.5728925771024,171.69129284777276,769.5794738917683,166.39317227989125,638.8085784749205,162.33566762200803,543.0354889283658,149.98090944499464,706.6405332633817,141.61564056343647,689.1333840091421,129.3447687853721,475.83127805121154,149.04312162903537,751.6190469776492,141.25231974616383,737.5462742078614,128.67346381385983,551.3998185841684
AK,page_5.jpg.jpeg,170.21744486537054,629.9759717289176,163.05819586339766,469.68800354583374,155.9531360611638,299.1238443062878,171.40187180528778,159.0324808527581,161.86941161059147,123.06763573930867,147.29359463096483,90.6597806429578,153.32560061514417,1090.1164543235375,148.8913395187145,875.7575759903509,140.90989764567195,594.2260746948276,160.71719831721313,353.3787446154808,152.55675108149404,338.7116124939219,138.4945239343573,317.1851914454277
AL,page_1.jpg.jpeg,172.6008443791975,823.2448892435592,164.93756773526684,795.3335136485775,155.24478566605936,764.2873364288234,179.31866998504603,386.2465215629784,168.46381161488472,379.1649747373891,154.0290634135005,375.34357894451244,156.15757862766438,1024.417810738128,149.82786077807273,1063.1972510768314,139.74602365091002,1007.8810907247505,162.55334811704938,791.0785042598899,154.07214347186616,817.6245626504902,141.29586025593738,764.2085516045221
AL,page_2.jpg.jpeg,176.39710406300998,956.3054867118424,169.96784331563106,968.0124614343032,165.16183212503043,949.753644539195,164.15547407102986,1536.2333579277101,155.6037650904864,1490.2668834581611,146.17532096169472,1419.4446695729364,156.92121160130392,946.0048533140954,149.01433870519404,1012.4698621383162,134.4884489699833,934.8984984715725,158.36507505842016,1389.4434883339106,151.76248967589285,1413.116776491328,140.50232217598264,1323.425216484365
AL,page_3.jpg.jpeg,163.3800465450314,751.5380947824264,155.59660972779037,724.2753571542181,141.47963654875863,679.2036872622602,178.88566770605115,609.9920386861613,170.2733088790102,609.390630602154,156.80253664360626,597.1899334144709,149.94107780838357,881.9400817187878,142.7583802268464,897.1566762634966,128.85643009305977,802.9938375504587,162.1255215861674,958.6897000393843,153.9142833549998,994.2459192937399,140.47202904216022,946.012421293363
AL,page_4.jpg.jpeg,175.55775769506084,946.362394184667,169.42616320687188,972.5274430218005,163.725301240754,995.2503369409887,179.30814990455738,870.13835161771,171.86458035075162,886.6707229001295,164.11372062157002,867.6063895302751,147.29926330231447,1146.5186212062627,138.95356865903125,1157.9394586020624,124.11612980195657,1038.216620049007,151.5177635110952,1441.0008983684345,144.07954470890002,1480.6180723947143,132.00001416726317,1452.0841259542256
AL,page_5.jpg.jpeg,161.82940538689797,957.7723398536068,153.63386675144835,923.4234335911839,140.21986174063326,866.6830333000873,174.64122358619642,671.1707795771973,165.34799846892238,665.5110380224969,152.35245528927595,656.2880308124311,144.5339459625439,1147.4406458586031,135.27048347300573,1176.5591307311347,119.545542303888,1032.4476125867448,160.5465458454589,571.0289138169812,151.37223849520046,607.7409509739153,137.56156207922513,632.8997875112615
